,conceptA,conceptB,isPrerequisite,dataset,file,conceptA_ind,conceptB_ind,fileB
3502,348,603,0,pseudo,al_cpl,401,107,mooc
3502,348,745,0,pseudo,al_cpl,339,324,mooc
3510,348,143,0,al_cpl,al_cpl,266,200,al_cpl
3509,348,908,0,al_cpl,al_cpl,266,153,al_cpl
3508,348,588,0,al_cpl,al_cpl,266,539,al_cpl
3502,348,5,1,al_cpl,al_cpl,266,193,al_cpl
3503,348,1351,1,al_cpl,al_cpl,266,218,al_cpl
3504,348,1258,1,al_cpl,al_cpl,266,321,al_cpl
3505,348,453,0,al_cpl,al_cpl,266,291,al_cpl
3506,348,1079,0,al_cpl,al_cpl,266,238,al_cpl
3507,348,597,1,al_cpl,al_cpl,266,476,al_cpl
3511,348,1054,0,al_cpl,al_cpl,266,161,al_cpl
3516,349,445,0,moocDSA,mooc,403,93,mooc
3515,349,1221,0,moocDSA,mooc,403,94,mooc
3520,350,823,1,drive,drive,224,418,drive
3517,350,745,0,pseudo,drive,339,324,mooc
3519,350,654,1,drive,drive,224,597,drive
3517,350,1093,1,pseudo,drive,435,298,al_cpl
3521,350,550,1,drive,drive,224,608,drive
3517,350,663,1,drive,drive,224,604,drive
3518,350,1415,0,drive,drive,224,595,drive
3522,351,524,1,drive,drive,124,532,drive
3523,352,1404,1,pseudo,mooc,193,365,al_cpl
3523,352,1033,1,pseudo,mooc,98,99,al_cpl
3523,352,509,0,pseudo,mooc,298,383,mooc
3523,352,1067,0,pseudo,mooc,326,81,mooc
3546,352,1414,1,moocDSA,mooc,37,274,mooc
3545,352,910,1,moocDSA,mooc,37,95,mooc
3544,352,26,0,moocDSA,mooc,37,189,mooc
3543,352,1314,0,moocDSA,mooc,37,40,mooc
3541,352,887,1,moocDSA,mooc,37,360,mooc
3523,352,36,0,moocDSA,mooc,37,244,mooc
3539,352,1234,1,moocDSA,mooc,37,243,mooc
3524,352,326,0,moocDSA,mooc,37,158,mooc
3525,352,422,1,moocDSA,mooc,37,22,mooc
3526,352,827,0,moocDSA,mooc,37,426,mooc
3527,352,188,0,moocDSA,mooc,37,178,mooc
3528,352,261,0,moocDSA,mooc,37,215,mooc
3529,352,1411,1,moocDSA,mooc,37,393,mooc
3530,352,726,0,moocDSA,mooc,37,20,mooc
3540,352,1194,0,moocDSA,mooc,37,208,mooc
3531,352,1175,0,moocDSA,mooc,37,333,mooc
3533,352,815,1,moocDSA,mooc,37,242,mooc
3534,352,1295,0,moocDSA,mooc,37,414,mooc
3535,352,1013,0,moocDSA,mooc,37,319,mooc
3536,352,1472,1,moocDSA,mooc,37,367,mooc
3537,352,1027,0,moocDSA,mooc,37,3,mooc
3538,352,445,0,moocDSA,mooc,37,93,mooc
3532,352,635,0,moocDSA,mooc,37,341,mooc
3542,352,214,1,moocDSA,mooc,37,281,mooc
3547,353,1093,1,pseudo,al_cpl,435,298,al_cpl
3547,353,745,0,pseudo,al_cpl,339,324,mooc
3551,353,1236,0,al_cpl,al_cpl,531,441,al_cpl
3547,353,1542,0,al_cpl,al_cpl,531,299,al_cpl
3548,353,5,0,al_cpl,al_cpl,531,193,al_cpl
3549,353,867,0,al_cpl,al_cpl,531,236,al_cpl
3550,353,1502,0,al_cpl,al_cpl,531,210,al_cpl
3552,353,175,0,al_cpl,al_cpl,531,84,al_cpl
3553,353,868,0,al_cpl,al_cpl,531,117,al_cpl
3554,353,1192,1,al_cpl,al_cpl,531,530,al_cpl
3555,354,85,1,drive,drive,333,736,drive
3559,355,202,1,al_cpl,al_cpl,265,277,al_cpl
3556,355,745,0,pseudo,al_cpl,339,324,mooc
3557,355,1338,1,al_cpl,al_cpl,265,374,al_cpl
3556,355,1093,1,pseudo,al_cpl,435,298,al_cpl
3558,355,1502,1,al_cpl,al_cpl,265,210,al_cpl
3556,355,1240,1,al_cpl,al_cpl,265,17,al_cpl
3560,355,392,1,al_cpl,al_cpl,265,518,al_cpl
3561,355,752,1,al_cpl,al_cpl,265,524,al_cpl
3562,356,453,0,al_cpl,al_cpl,66,291,al_cpl
3563,356,693,0,al_cpl,al_cpl,66,289,al_cpl
3573,357,1199,0,al_cpl,al_cpl,496,330,al_cpl
3572,357,798,0,al_cpl,al_cpl,496,29,al_cpl
3571,357,1376,0,al_cpl,al_cpl,496,7,al_cpl
3570,357,293,0,al_cpl,al_cpl,496,10,al_cpl
3569,357,760,0,al_cpl,al_cpl,496,68,al_cpl
3568,357,460,0,al_cpl,al_cpl,496,379,al_cpl
3567,357,821,0,al_cpl,al_cpl,496,445,al_cpl
3566,357,1301,1,al_cpl,al_cpl,496,25,al_cpl
3565,357,560,0,al_cpl,al_cpl,496,65,al_cpl
3564,357,694,0,al_cpl,al_cpl,496,332,al_cpl
3577,358,438,0,al_cpl,al_cpl,273,274,al_cpl
3576,358,1238,0,al_cpl,al_cpl,273,409,al_cpl
3575,358,1088,1,al_cpl,al_cpl,273,46,al_cpl
3574,358,610,0,al_cpl,al_cpl,273,241,al_cpl
3581,359,257,1,moocDSA,mooc,22,291,mooc
3580,359,827,0,moocDSA,mooc,22,426,mooc
3579,359,1249,0,moocDSA,mooc,22,330,mooc
3578,359,887,0,moocDSA,mooc,22,360,mooc
3588,360,493,0,moocML,mooc,358,142,mooc
3590,360,509,0,moocML,mooc,358,383,mooc
3594,360,881,0,moocML,mooc,358,275,mooc
3582,360,1217,0,moocML,mooc,358,295,mooc
3583,360,455,0,moocML,mooc,358,285,mooc
3584,360,1097,0,moocML,mooc,358,363,mooc
3585,360,1063,0,moocML,mooc,358,18,mooc
3586,360,1212,0,moocML,mooc,358,372,mooc
3587,360,878,0,moocML,mooc,358,4,mooc
3589,360,1355,1,moocML,mooc,358,425,mooc
3591,360,561,0,moocML,mooc,358,218,mooc
3592,360,1196,1,moocML,mooc,358,373,mooc
3593,360,1075,0,moocML,mooc,358,312,mooc
3595,361,251,0,moocDSA,mooc,10,23,mooc
3596,361,1418,0,moocDSA,mooc,10,212,mooc
3598,361,848,0,moocDSA,mooc,10,386,mooc
3597,361,1489,0,moocDSA,mooc,10,400,mooc
3609,362,557,0,drive,drive,47,302,drive
3599,362,1190,1,drive,drive,47,839,drive
3600,362,1228,0,drive,drive,47,342,drive
3601,362,1191,1,drive,drive,47,45,drive
3602,362,1296,1,drive,drive,47,852,drive
3608,362,1104,1,drive,drive,47,851,drive
3604,362,1575,0,drive,drive,47,874,drive
3605,362,1585,0,drive,drive,47,863,drive
3606,362,250,1,drive,drive,47,46,drive
3607,362,60,1,drive,drive,47,53,drive
3603,362,1117,1,drive,drive,47,838,drive
3635,363,1015,0,moocML,mooc,429,378,mooc
3644,363,561,0,moocML,mooc,429,218,mooc
3643,363,1482,0,moocML,mooc,429,271,mooc
3642,363,446,0,moocML,mooc,429,364,mooc
3641,363,231,0,moocML,mooc,429,328,mooc
3640,363,754,0,moocML,mooc,429,238,mooc
3639,363,277,0,moocML,mooc,429,100,mooc
3638,363,711,0,moocML,mooc,429,299,mooc
3637,363,1218,0,moocML,mooc,429,241,mooc
3636,363,1075,0,moocML,mooc,429,312,mooc
3634,363,814,0,moocML,mooc,429,366,mooc
3628,363,463,0,moocML,mooc,429,8,mooc
3632,363,429,0,moocML,mooc,429,16,mooc
3610,363,986,0,moocML,mooc,429,287,mooc
3611,363,1143,0,moocML,mooc,429,255,mooc
3612,363,18,0,moocML,mooc,429,32,mooc
3613,363,66,0,moocML,mooc,429,63,mooc
3614,363,502,0,moocML,mooc,429,384,mooc
3615,363,134,0,moocML,mooc,429,51,mooc
3616,363,383,0,moocML,mooc,429,110,mooc
3617,363,646,0,moocML,mooc,429,91,mooc
3618,363,1039,0,moocML,mooc,429,38,mooc
3633,363,881,0,moocML,mooc,429,275,mooc
3620,363,1154,0,moocML,mooc,429,134,mooc
3619,363,1197,0,moocML,mooc,429,421,mooc
3622,363,1271,0,moocML,mooc,429,216,mooc
3623,363,662,0,moocML,mooc,429,80,mooc
3624,363,282,0,moocML,mooc,429,84,mooc
3625,363,423,0,moocML,mooc,429,358,mooc
3626,363,124,0,moocML,mooc,429,397,mooc
3627,363,547,0,moocML,mooc,429,75,mooc
3629,363,360,0,moocML,mooc,429,258,mooc
3630,363,1257,0,moocML,mooc,429,45,mooc
3631,363,455,0,moocML,mooc,429,285,mooc
3621,363,1259,0,moocML,mooc,429,353,mooc
3664,364,1360,0,moocML,mooc,16,310,mooc
3667,364,966,0,moocML,mooc,16,311,mooc
3666,364,1075,0,moocML,mooc,16,312,mooc
3665,364,317,0,moocML,mooc,16,147,mooc
3663,364,1039,0,moocML,mooc,16,38,mooc
3655,364,878,0,moocML,mooc,16,4,mooc
3661,364,646,0,moocML,mooc,16,91,mooc
3645,364,463,0,moocML,mooc,16,8,mooc
3646,364,688,0,moocML,mooc,16,236,mooc
3647,364,1271,0,moocML,mooc,16,216,mooc
3648,364,1482,0,moocML,mooc,16,271,mooc
3649,364,520,0,moocML,mooc,16,149,mooc
3651,364,282,0,moocML,mooc,16,84,mooc
3652,364,423,0,moocML,mooc,16,358,mooc
3653,364,181,0,moocML,mooc,16,53,mooc
3650,364,455,0,moocML,mooc,16,285,mooc
3656,364,1010,1,moocML,mooc,16,123,mooc
3660,364,881,0,moocML,mooc,16,275,mooc
3654,364,1326,1,moocML,mooc,16,169,mooc
3659,364,1140,0,moocML,mooc,16,49,mooc
3658,364,1294,0,moocML,mooc,16,64,mooc
3662,364,158,1,moocML,mooc,16,74,mooc
3657,364,616,0,moocML,mooc,16,28,mooc
3686,365,812,0,al_cpl,al_cpl,466,286,al_cpl
3677,365,460,0,al_cpl,al_cpl,466,379,al_cpl
3684,365,694,0,al_cpl,al_cpl,466,332,al_cpl
3682,365,1551,0,al_cpl,al_cpl,466,214,al_cpl
3681,365,1338,1,al_cpl,al_cpl,466,374,al_cpl
3680,365,81,1,al_cpl,al_cpl,466,276,al_cpl
3679,365,1502,1,al_cpl,al_cpl,466,210,al_cpl
3685,365,1554,0,al_cpl,al_cpl,466,355,al_cpl
3678,365,334,0,al_cpl,al_cpl,466,53,al_cpl
3683,365,467,0,al_cpl,al_cpl,466,446,al_cpl
3675,365,295,0,al_cpl,al_cpl,466,354,al_cpl
3674,365,1502,1,al_cpl,al_cpl,466,210,al_cpl
3676,365,142,0,al_cpl,al_cpl,466,211,al_cpl
3668,365,208,1,pseudo,al_cpl,280,8,al_cpl
3668,365,1093,1,al_cpl,al_cpl,466,298,al_cpl
3669,365,81,1,al_cpl,al_cpl,466,276,al_cpl
3668,365,745,0,pseudo,al_cpl,339,324,mooc
3671,365,1527,0,al_cpl,al_cpl,466,361,al_cpl
3672,365,748,0,al_cpl,al_cpl,466,80,al_cpl
3673,365,765,0,al_cpl,al_cpl,466,279,al_cpl
3670,365,807,0,al_cpl,al_cpl,466,23,al_cpl
3701,366,1230,0,moocML,mooc,17,36,mooc
3695,366,463,0,moocML,mooc,17,8,mooc
3699,366,1039,0,moocML,mooc,17,38,mooc
3698,366,36,0,moocML,mooc,17,244,mooc
3697,366,93,0,moocML,mooc,17,381,mooc
3696,366,561,0,moocML,mooc,17,218,mooc
3694,366,1075,1,moocML,mooc,17,312,mooc
3689,366,646,0,moocML,mooc,17,91,mooc
3692,366,1533,0,moocML,mooc,17,273,mooc
3691,366,881,0,moocML,mooc,17,275,mooc
3690,366,1257,0,moocML,mooc,17,45,mooc
3688,366,754,0,moocML,mooc,17,238,mooc
3687,366,134,0,moocML,mooc,17,51,mooc
3702,366,662,1,moocML,mooc,17,80,mooc
3693,366,944,0,moocML,mooc,17,409,mooc
3703,366,1214,0,moocML,mooc,17,181,mooc
3700,366,184,0,moocML,mooc,17,106,mooc
3704,367,270,0,drive,drive,43,467,drive
3711,368,484,0,moocDSA,mooc,50,297,mooc
3714,368,1198,0,moocDSA,mooc,50,153,mooc
3713,368,596,0,moocDSA,mooc,50,90,mooc
3710,368,489,0,moocDSA,mooc,50,72,mooc
3709,368,36,0,moocDSA,mooc,50,244,mooc
3712,368,9,0,moocDSA,mooc,50,151,mooc
3707,368,1175,0,moocDSA,mooc,50,333,mooc
3706,368,366,0,moocDSA,mooc,50,427,mooc
3705,368,531,0,moocDSA,mooc,50,379,mooc
3708,368,1225,0,moocDSA,mooc,50,305,mooc
3715,369,1306,0,drive,drive,290,698,drive
3719,370,460,0,al_cpl,al_cpl,403,379,al_cpl
3716,370,334,0,al_cpl,al_cpl,403,53,al_cpl
3717,370,1093,1,al_cpl,al_cpl,403,298,al_cpl
3718,370,219,0,al_cpl,al_cpl,403,482,al_cpl
3720,371,981,0,moocML,mooc,173,96,mooc
3721,371,878,0,moocML,mooc,173,4,mooc
3722,372,1404,1,pseudo,al_cpl,193,365,al_cpl
3722,372,745,0,pseudo,al_cpl,339,324,mooc
3722,372,1088,1,al_cpl,al_cpl,274,46,al_cpl
3723,372,999,1,al_cpl,al_cpl,274,201,al_cpl
3724,372,421,1,al_cpl,al_cpl,274,273,al_cpl
3725,372,1093,1,al_cpl,al_cpl,274,298,al_cpl
3736,373,304,0,moocML,mooc,182,202,mooc
3744,373,95,1,moocML,mooc,182,431,mooc
3745,373,1209,0,moocML,mooc,182,424,mooc
3737,373,878,0,moocML,mooc,182,4,mooc
3747,373,1073,0,moocML,mooc,182,105,mooc
3748,373,134,0,moocML,mooc,182,51,mooc
3749,373,178,0,moocML,mooc,182,355,mooc
3750,373,404,0,moocML,mooc,182,35,mooc
3751,373,561,0,moocML,mooc,182,218,mooc
3752,373,754,0,moocML,mooc,182,238,mooc
3753,373,1271,0,moocML,mooc,182,216,mooc
3743,373,1514,0,moocML,mooc,182,264,mooc
3742,373,1434,1,moocML,mooc,182,138,mooc
3746,373,547,0,moocML,mooc,182,75,mooc
3740,373,264,0,moocML,mooc,182,309,mooc
3734,373,1217,0,moocML,mooc,182,295,mooc
3741,373,306,0,moocML,mooc,182,113,mooc
3735,373,1056,0,moocML,mooc,182,292,mooc
3733,373,1214,0,moocML,mooc,182,181,mooc
3732,373,520,0,moocML,mooc,182,149,mooc
3731,373,58,0,moocML,mooc,182,401,mooc
3729,373,1218,0,moocML,mooc,182,241,mooc
3730,373,282,0,moocML,mooc,182,84,mooc
3727,373,662,0,moocML,mooc,182,80,mooc
3726,373,975,0,moocML,mooc,182,203,mooc
3738,373,1075,0,moocML,mooc,182,312,mooc
3739,373,1063,0,moocML,mooc,182,18,mooc
3728,373,944,0,moocML,mooc,182,409,mooc
3829,374,297,0,moocML,mooc,357,413,mooc
3827,374,843,0,moocML,mooc,357,130,mooc
3826,374,404,1,moocML,mooc,357,35,mooc
3828,374,882,0,moocML,mooc,357,224,mooc
3830,374,1039,0,moocML,mooc,357,38,mooc
3836,374,545,0,moocML,mooc,357,253,mooc
3832,374,692,1,moocML,mooc,357,131,mooc
3833,374,509,0,moocML,mooc,357,383,mooc
3834,374,1259,1,moocML,mooc,357,353,mooc
3835,374,58,0,moocML,mooc,357,401,mooc
3837,374,1056,1,moocML,mooc,357,292,mooc
3838,374,783,0,moocML,mooc,357,316,mooc
3825,374,47,1,moocML,mooc,357,126,mooc
3831,374,1360,1,moocML,mooc,357,310,mooc
3824,374,973,0,moocML,mooc,357,382,mooc
3754,374,1073,1,moocML,mooc,357,105,mooc
3822,374,814,1,moocML,mooc,357,366,mooc
3839,374,1062,1,moocML,mooc,357,118,mooc
3807,374,2,0,moocML,mooc,357,272,mooc
3808,374,688,0,moocML,mooc,357,236,mooc
3809,374,745,1,moocML,mooc,357,324,mooc
3810,374,603,1,moocML,mooc,357,107,mooc
3811,374,503,1,moocML,mooc,357,296,mooc
3812,374,632,1,moocML,mooc,357,230,mooc
3823,374,881,0,moocML,mooc,357,275,mooc
3813,374,383,1,moocML,mooc,357,110,mooc
3815,374,1029,1,moocML,mooc,357,161,mooc
3816,374,986,1,moocML,mooc,357,287,mooc
3817,374,158,1,moocML,mooc,357,74,mooc
3818,374,799,0,moocML,mooc,357,198,mooc
3819,374,181,1,moocML,mooc,357,53,mooc
3820,374,754,1,moocML,mooc,357,238,mooc
3821,374,563,1,moocML,mooc,357,387,mooc
3814,374,966,0,moocML,mooc,357,311,mooc
3840,374,49,1,moocML,mooc,357,14,mooc
3754,374,1230,0,pseudo,mooc,339,36,mooc
3842,374,18,1,moocML,mooc,357,32,mooc
3754,374,4,0,pseudo,mooc,398,59,mooc
3754,374,1401,0,pseudo,mooc,401,170,mooc
3754,374,1141,0,pseudo,mooc,256,239,mooc
3806,374,401,1,moocML,mooc,357,56,mooc
3754,374,36,0,pseudo,mooc,339,244,mooc
3754,374,852,0,pseudo,mooc,339,48,mooc
3754,374,326,0,pseudo,mooc,244,158,mooc
3755,374,304,1,moocML,mooc,357,202,mooc
3754,374,561,0,pseudo,mooc,339,218,mooc
3754,374,622,0,pseudo,mooc,371,267,mooc
3754,374,601,0,pseudo,mooc,339,197,mooc
3754,374,1295,0,pseudo,mooc,234,414,mooc
3754,374,1435,0,pseudo,mooc,244,307,mooc
3754,374,1437,0,pseudo,mooc,256,214,mooc
3754,374,923,0,pseudo,mooc,151,419,mooc
3754,374,117,0,pseudo,mooc,244,376,mooc
3841,374,498,1,moocML,mooc,357,332,mooc
3754,374,1172,0,pseudo,mooc,35,136,mooc
3754,374,1105,0,pseudo,mooc,339,52,mooc
3843,374,1140,0,moocML,mooc,357,49,mooc
3844,374,299,1,moocML,mooc,357,7,mooc
3845,374,1271,1,moocML,mooc,357,216,mooc
3846,374,1153,1,moocML,mooc,357,132,mooc
3847,374,633,1,moocML,mooc,357,352,mooc
3848,374,562,1,moocML,mooc,357,389,mooc
3849,374,369,0,moocML,mooc,357,237,mooc
3850,374,653,1,moocML,mooc,357,209,mooc
3851,374,1235,0,moocML,mooc,357,199,mooc
3852,374,1214,1,moocML,mooc,357,181,mooc
3853,374,454,1,moocML,mooc,357,250,mooc
3854,374,766,1,moocML,mooc,357,67,mooc
3754,374,1086,0,pseudo,mooc,126,406,mooc
3754,374,277,0,pseudo,mooc,272,100,mooc
3754,374,630,0,pseudo,mooc,339,269,mooc
3754,374,573,0,pseudo,mooc,234,318,mooc
3805,374,1582,1,moocML,mooc,357,0,mooc
3754,374,208,1,pseudo,mooc,280,8,al_cpl
3791,374,616,0,moocML,mooc,357,28,mooc
3782,374,134,1,moocML,mooc,357,51,mooc
3783,374,1274,1,moocML,mooc,357,301,mooc
3784,374,1196,1,moocML,mooc,357,373,mooc
3785,374,547,1,moocML,mooc,357,75,mooc
3786,374,1533,1,moocML,mooc,357,273,mooc
3787,374,156,0,moocML,mooc,357,191,mooc
3781,374,878,0,moocML,mooc,357,4,mooc
3788,374,1403,1,moocML,mooc,357,135,mooc
3790,374,282,1,moocML,mooc,357,84,mooc
3761,374,157,0,moocML,mooc,357,395,mooc
3792,374,264,1,moocML,mooc,357,309,mooc
3793,374,170,1,moocML,mooc,357,194,mooc
3794,374,1422,1,moocML,mooc,357,42,mooc
3795,374,1154,1,moocML,mooc,357,134,mooc
3789,374,1063,1,moocML,mooc,357,18,mooc
3796,374,125,0,moocML,mooc,357,438,mooc
3780,374,871,1,moocML,mooc,357,394,mooc
3778,374,1097,0,moocML,mooc,357,363,mooc
3766,374,1015,1,moocML,mooc,357,378,mooc
3767,374,759,0,moocML,mooc,357,47,mooc
3768,374,423,1,moocML,mooc,357,358,mooc
3769,374,248,1,moocML,mooc,357,185,mooc
3770,374,95,1,moocML,mooc,357,431,mooc
3771,374,1514,1,moocML,mooc,357,264,mooc
3779,374,874,0,moocML,mooc,357,145,mooc
3772,374,685,1,moocML,mooc,357,159,mooc
3774,374,337,0,moocML,mooc,357,304,mooc
3775,374,602,0,moocML,mooc,357,377,mooc
3776,374,306,1,moocML,mooc,357,113,mooc
3777,374,439,1,moocML,mooc,357,182,mooc
3763,374,710,1,moocML,mooc,357,278,mooc
3762,374,178,0,moocML,mooc,357,355,mooc
3773,374,1483,0,moocML,mooc,357,2,mooc
3765,374,317,1,moocML,mooc,357,147,mooc
3797,374,628,1,moocML,mooc,357,30,mooc
3799,374,477,0,moocML,mooc,357,416,mooc
3756,374,393,0,moocML,mooc,357,97,mooc
3757,374,646,0,moocML,mooc,357,91,mooc
3758,374,1421,1,moocML,mooc,357,140,mooc
3759,374,124,0,moocML,mooc,357,397,mooc
3754,374,1088,1,pseudo,mooc,273,46,al_cpl
3754,374,1409,1,pseudo,mooc,342,38,al_cpl
3754,374,350,1,pseudo,mooc,258,288,al_cpl
3754,374,373,1,pseudo,mooc,296,297,al_cpl
3754,374,610,1,pseudo,mooc,273,241,al_cpl
3754,374,81,1,pseudo,mooc,435,276,al_cpl
3754,374,5,1,pseudo,mooc,215,193,al_cpl
3754,374,180,1,pseudo,mooc,490,439,al_cpl
3754,374,656,1,pseudo,mooc,491,438,al_cpl
3798,374,455,0,moocML,mooc,357,285,mooc
3754,374,1003,1,pseudo,mooc,303,73,al_cpl
3754,374,1338,1,pseudo,mooc,378,374,al_cpl
3754,374,1364,1,pseudo,mooc,427,486,al_cpl
3800,374,620,1,moocML,mooc,357,146,mooc
3801,374,432,1,moocML,mooc,357,17,mooc
3802,374,493,0,moocML,mooc,357,142,mooc
3803,374,1067,0,moocML,mooc,357,81,mooc
3804,374,662,1,moocML,mooc,357,80,mooc
3754,374,516,1,pseudo,mooc,314,101,mooc
3754,374,1093,1,pseudo,mooc,435,298,al_cpl
3760,374,1355,1,moocML,mooc,357,425,mooc
3754,374,1502,1,pseudo,mooc,435,210,al_cpl
3754,374,1033,1,pseudo,mooc,98,99,al_cpl
3754,374,1289,1,pseudo,mooc,280,342,al_cpl
3754,374,1301,1,pseudo,mooc,499,25,al_cpl
3754,374,1059,1,pseudo,mooc,298,295,al_cpl
3754,374,1404,1,pseudo,mooc,193,365,al_cpl
3764,374,41,1,moocML,mooc,357,326,mooc
3890,375,1235,0,moocML,mooc,120,199,mooc
3855,375,317,0,pseudo,mooc,272,147,mooc
3886,375,199,1,moocML,mooc,120,298,mooc
3881,375,561,0,moocML,mooc,120,218,mooc
3887,375,58,0,moocML,mooc,120,401,mooc
3855,375,966,0,pseudo,mooc,272,311,mooc
3889,375,1548,0,moocML,mooc,120,347,mooc
3888,375,1526,0,moocML,mooc,120,415,mooc
3882,375,1086,0,moocML,mooc,120,406,mooc
3883,375,944,0,moocML,mooc,120,409,mooc
3884,375,282,1,moocML,mooc,120,84,mooc
3885,375,404,1,moocML,mooc,120,35,mooc
3880,375,563,1,moocML,mooc,120,387,mooc
3855,375,603,0,pseudo,mooc,401,107,mooc
3872,375,1422,0,moocML,mooc,120,42,mooc
3857,375,885,0,moocML,mooc,120,314,mooc
3855,375,1093,1,pseudo,mooc,435,298,al_cpl
3855,375,1404,1,pseudo,mooc,193,365,al_cpl
3855,375,208,1,pseudo,mooc,280,8,al_cpl
3855,375,1502,1,pseudo,mooc,435,210,al_cpl
3855,375,369,0,moocML,mooc,120,237,mooc
3856,375,493,0,moocML,mooc,120,142,mooc
3858,375,843,0,moocML,mooc,120,130,mooc
3859,375,799,1,moocML,mooc,120,198,mooc
3860,375,878,0,moocML,mooc,120,4,mooc
3861,375,855,1,moocML,mooc,120,417,mooc
3862,375,277,0,moocML,mooc,120,100,mooc
3863,375,1536,0,moocML,mooc,120,350,mooc
3864,375,754,0,moocML,mooc,120,238,mooc
3865,375,1437,0,moocML,mooc,120,214,mooc
3855,375,745,0,pseudo,mooc,339,324,mooc
3867,375,283,0,moocML,mooc,120,88,mooc
3866,375,1062,0,moocML,mooc,120,118,mooc
3878,375,1141,0,moocML,mooc,120,239,mooc
3877,375,1401,0,moocML,mooc,120,170,mooc
3876,375,981,0,moocML,mooc,120,96,mooc
3875,375,263,0,moocML,mooc,120,396,mooc
3879,375,437,1,moocML,mooc,120,173,mooc
3873,375,766,0,moocML,mooc,120,67,mooc
3871,375,1330,1,moocML,mooc,120,233,mooc
3870,375,1487,1,moocML,mooc,120,33,mooc
3869,375,547,0,moocML,mooc,120,75,mooc
3868,375,1067,0,moocML,mooc,120,81,mooc
3874,375,442,0,moocML,mooc,120,357,mooc
3911,376,848,0,moocDSA,mooc,93,386,mooc
3910,376,261,0,moocDSA,mooc,93,215,mooc
3909,376,257,0,moocDSA,mooc,93,291,mooc
3908,376,489,0,moocDSA,mooc,93,72,mooc
3907,376,1170,0,moocDSA,mooc,93,116,mooc
3906,376,916,0,moocDSA,mooc,93,435,mooc
3905,376,1175,0,moocDSA,mooc,93,333,mooc
3904,376,19,0,moocDSA,mooc,93,365,mooc
3903,376,696,0,moocDSA,mooc,93,344,mooc
3900,376,1563,0,moocDSA,mooc,93,433,mooc
3901,376,36,0,moocDSA,mooc,93,244,mooc
3899,376,815,0,moocDSA,mooc,93,242,mooc
3893,376,1489,0,moocDSA,mooc,93,400,mooc
3894,376,1206,1,moocDSA,mooc,93,122,mooc
3898,376,1522,0,moocDSA,mooc,93,235,mooc
3897,376,7,0,moocDSA,mooc,93,86,mooc
3896,376,326,0,moocDSA,mooc,93,158,mooc
3895,376,887,0,moocDSA,mooc,93,360,mooc
3912,376,251,0,moocDSA,mooc,93,23,mooc
3902,376,1567,0,moocDSA,mooc,93,313,mooc
3891,376,509,0,pseudo,mooc,298,383,mooc
3892,376,1027,0,moocDSA,mooc,93,3,mooc
3891,376,1033,1,pseudo,mooc,98,99,al_cpl
3891,376,1377,0,moocDSA,mooc,93,154,mooc
3913,377,509,0,pseudo,drive,298,383,mooc
3913,377,1404,1,pseudo,drive,193,365,al_cpl
3913,377,88,1,drive,drive,352,764,drive
3941,378,754,0,moocML,mooc,364,238,mooc
3936,378,442,0,moocML,mooc,364,357,mooc
3937,378,64,0,moocDSA,mooc,364,434,mooc
3938,378,1523,0,moocDSA,mooc,364,251,mooc
3939,378,1314,0,moocDSA,mooc,364,40,mooc
3940,378,646,0,moocML,mooc,364,91,mooc
3942,378,424,1,moocDSA,mooc,364,10,mooc
3943,378,1482,0,moocML,mooc,364,271,mooc
3944,378,878,0,moocML,mooc,364,4,mooc
3945,378,156,0,moocML,mooc,364,191,mooc
3948,378,1418,0,moocDSA,mooc,364,212,mooc
3947,378,404,0,moocML,mooc,364,35,mooc
3935,378,1206,0,moocDSA,mooc,364,122,mooc
3949,378,134,0,moocML,mooc,364,51,mooc
3950,378,445,0,moocDSA,mooc,364,93,mooc
3951,378,1154,0,moocML,mooc,364,134,mooc
3952,378,378,0,moocDSA,mooc,364,207,mooc
3953,378,1075,0,moocML,mooc,364,312,mooc
3954,378,916,0,moocDSA,mooc,364,435,mooc
3955,378,872,1,moocDSA,mooc,364,260,mooc
3946,378,396,0,moocDSA,mooc,364,262,mooc
3934,378,368,0,moocDSA,mooc,364,172,mooc
3956,378,251,0,moocDSA,mooc,364,23,mooc
3932,378,726,0,moocDSA,mooc,364,20,mooc
3914,378,852,0,pseudo,mooc,339,48,mooc
3933,378,1230,0,moocML,mooc,364,36,mooc
3914,378,1033,1,pseudo,mooc,98,99,al_cpl
3914,378,1493,0,moocDSA,mooc,364,228,mooc
3915,378,1127,0,moocDSA,mooc,364,195,mooc
3916,378,1175,0,moocDSA,mooc,364,333,mooc
3917,378,214,0,moocDSA,mooc,364,281,mooc
3918,378,195,0,moocML,mooc,364,174,mooc
3919,378,688,0,moocML,mooc,364,236,mooc
3921,378,1394,0,moocDSA,mooc,364,374,mooc
3920,378,811,0,moocDSA,mooc,364,432,mooc
3923,378,1021,0,moocDSA,mooc,364,340,mooc
3924,378,1249,0,moocDSA,mooc,364,330,mooc
3925,378,827,0,moocDSA,mooc,364,426,mooc
3926,378,887,0,moocDSA,mooc,364,360,mooc
3927,378,1013,0,moocDSA,mooc,364,319,mooc
3928,378,547,0,moocML,mooc,364,75,mooc
3929,378,463,0,moocML,mooc,364,8,mooc
3930,378,1011,1,moocDSA,mooc,364,226,mooc
3931,378,779,0,moocML,mooc,364,180,mooc
