conceptA,conceptB,isPrerequisite,dataset
training data,online learning,1,moocML
training data set,online learning,1,moocML
online learning,overfitting,0,moocML
optimization algorithms,optimal solution,1,moocML
optimization objective,optimal solution,1,moocML
optimization problem,optimal solution,1,moocML
parameter vector,optimal solution,1,moocML
optimal solution,partial derivative,0,moocML
optimal solution,polynomial regression,0,moocML
optimal solution,positive data,0,moocML
optimal solution,predicted value,0,moocML
optimal solution,regression model,0,moocML
optimal solution,regression problem,0,moocML
optimal solution,regularization,1,moocML
optimal solution,stochastic gradient algorithm,1,moocML
optimal solution,supervised learning,0,moocML
optimal solution,support vector,0,moocML
optimal solution,support vector machine,1,moocML
optimal solution,test data set,0,moocML
optimal solution,training data,0,moocML
optimal solution,training data set,0,moocML
optimal solution,validation set,0,moocML
optimization algorithms,optimization objective,0,moocML
optimization problem,optimization algorithms,1,moocML
optimization algorithms,output label,0,moocML
optimization algorithms,output layer,0,moocML
optimization algorithms,output unit,0,moocML
parameter vector,optimization algorithms,1,moocML
partial derivative,optimization algorithms,1,moocML
optimization algorithms,polynomial features,0,moocML
optimization algorithms,polynomial regression,1,moocML
optimization algorithms,polynomial terms,0,moocML
optimization algorithms,predicted value,0,moocML
optimization algorithms,recommender system,0,moocML
optimization algorithms,regression model,0,moocML
optimization algorithms,regularization,0,moocML
optimization algorithms,regularized linear regression,1,moocML
optimization algorithms,regularized logistic regression,1,moocML
optimization algorithms,sentiment analysis,0,moocML
optimization algorithms,sigmoid function,0,moocML
optimization algorithms,squared error,0,moocML
optimization algorithms,stochastic gradient algorithm,1,moocML
optimization algorithms,support vector,0,moocML
optimization algorithms,support vector machine,1,moocML
optimization algorithms,training data,0,moocML
optimization algorithms,training data set,0,moocML
optimization algorithms,tuning parameter,0,moocML
optimization algorithms,overfitting,0,moocML
optimization problem,optimization objective,1,moocML
parameter vector,optimization objective,1,moocML
partial derivative,optimization objective,1,moocML
optimization objective,polynomial features,0,moocML
optimization objective,polynomial regression,1,moocML
optimization objective,polynomial terms,0,moocML
optimization objective,positive data,0,moocML
optimization objective,predicted value,0,moocML
optimization objective,recommender system,0,moocML
optimization objective,regression model,0,moocML
optimization objective,regression problem,0,moocML
optimization objective,regularization,1,moocML
optimization objective,regularized linear regression,1,moocML
optimization objective,square distances,0,moocML
optimization objective,squared error,0,moocML
optimization objective,stochastic gradient algorithm,1,moocML
optimization objective,supervised learning,0,moocML
optimization objective,support vector,0,moocML
optimization objective,support vector machine,1,moocML
optimization objective,test data set,0,moocML
optimization objective,test error,0,moocML
optimization objective,training data,0,moocML
optimization objective,training data set,0,moocML
optimization objective,training error,0,moocML
optimization objective,tuning parameter,1,moocML
optimization objective,validation error,0,moocML
optimization objective,validation set,0,moocML
optimization objective,variance problem,0,moocML
optimization objective,overfitting,0,moocML
optimization objective,underfitting,0,moocML
optimization problem,parameter vector,0,moocML
partial derivative,optimization problem,1,moocML
optimization problem,polynomial features,0,moocML
optimization problem,polynomial kernel,0,moocML
optimization problem,polynomial terms,0,moocML
optimization problem,positive class,0,moocML
optimization problem,positive data,0,moocML
optimization problem,predicted value,0,moocML
optimization problem,recommender system,0,moocML
optimization problem,regression model,0,moocML
optimization problem,regularization,1,moocML
optimization problem,regularized linear regression,1,moocML
optimization problem,squared error,0,moocML
optimization problem,string kernel,0,moocML
optimization problem,supervised learning,0,moocML
optimization problem,support vector,0,moocML
optimization problem,support vector machine,1,moocML
optimization problem,svm optimization,1,moocML
optimization problem,svm packages,0,moocML
optimization problem,test data set,0,moocML
optimization problem,training data,0,moocML
optimization problem,training data set,0,moocML
optimization problem,validation set,0,moocML
optimization problem,overfitting,0,moocML
optimization problem,underfitting,0,moocML
output label,output layer,0,moocML
output label,output unit,0,moocML
output label,partial derivative,0,moocML
output label,positive data,0,moocML
output label,probabilistic model,0,moocML
output label,regression model,0,moocML
output label,regularization,0,moocML
output label,sentiment classifier,0,moocML
output label,square distances,0,moocML
output label,supervised learning,0,moocML
output label,training data,0,moocML
output label,training data set,0,moocML
output label,unsupervised learning,0,moocML
output unit,output layer,1,moocML
parameter vector,output layer,1,moocML
output layer,partial derivative,0,moocML
output layer,polynomial terms,0,moocML
output layer,positive data,0,moocML
output layer,regression model,0,moocML
output layer,regularization,0,moocML
output layer,sigmoid function,0,moocML
output layer,squared error,0,moocML
output layer,training data,0,moocML
output layer,training data set,0,moocML
output layer,vector multiplication,0,moocML
parameter vector,output unit,1,moocML
output unit,partial derivative,0,moocML
output unit,polynomial terms,0,moocML
output unit,positive data,0,moocML
output unit,regression model,0,moocML
output unit,regularization,0,moocML
output unit,sigmoid function,0,moocML
output unit,squared error,0,moocML
output unit,training data,0,moocML
output unit,training data set,0,moocML
output unit,vector multiplication,0,moocML
parameter estimation,probability density,0,moocML
parameter estimation,random variable,0,moocML
parameter estimation,standard deviation,0,moocML
parameter estimation,symmetric matrix,0,moocML
parameter estimation,training data,0,moocML
parameter estimation,training data set,0,moocML
parameter vector,partial derivative,0,moocML
parameter vector,polynomial features,0,moocML
parameter vector,polynomial kernel,0,moocML
parameter vector,polynomial regression,1,moocML
parameter vector,polynomial terms,0,moocML
parameter vector,positive class,0,moocML
parameter vector,positive data,0,moocML
parameter vector,predicted value,0,moocML
parameter vector,recommender system,0,moocML
parameter vector,regression model,0,moocML
parameter vector,regression problem,0,moocML
parameter vector,regularization,1,moocML
parameter vector,regularized linear regression,1,moocML
parameter vector,regularized logistic regression,1,moocML
parameter vector,sigmoid function,0,moocML
parameter vector,squared error,0,moocML
parameter vector,string kernel,0,moocML
parameter vector,support vector,0,moocML
parameter vector,support vector machine,0,moocML
parameter vector,svm optimization,1,moocML
parameter vector,svm packages,1,moocML
parameter vector,test data,0,moocML
parameter vector,test data set,0,moocML
parameter vector,test error,0,moocML
parameter vector,training data,0,moocML
parameter vector,training data set,0,moocML
parameter vector,training error,0,moocML
parameter vector,validation error,0,moocML
parameter vector,validation set,0,moocML
parameter vector,variance problem,0,moocML
parameter vector,overfitting,0,moocML
parameter vector,underfitting,0,moocML
partial derivative,polynomial features,0,moocML
partial derivative,polynomial regression,0,moocML
partial derivative,polynomial terms,0,moocML
partial derivative,positive data,0,moocML
partial derivative,predicted value,0,moocML
partial derivative,recommender system,0,moocML
partial derivative,regression model,0,moocML
partial derivative,regression problem,0,moocML
partial derivative,regularization,0,moocML
partial derivative,regularized linear regression,1,moocML
partial derivative,regularized logistic regression,1,moocML
partial derivative,sigmoid function,0,moocML
partial derivative,squared error,0,moocML
partial derivative,standard least squares,0,moocML
